district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
555,Belgaum,"2,10,247","1,92,954","17,293",88.80,89.18,84.84
556,Bagalkot,"76,779","64,453","12,326",89.79,90.66,85.49
557,Bijapur,"85,394","75,166","10,228",89.01,89.14,88.10
558,Bidar,"67,382","60,726","6,656",88.40,89.23,81.45
559,Raichur,"97,101","87,285","9,816",89.51,89.74,87.55
560,Koppal,"77,817","72,790","5,027",88.63,89.02,83.39
561,Gadag,"40,142","31,957","8,185",91.34,91.93,89.14
562,Dharwad,"44,544","32,465","12,079",87.33,88.17,85.13
563,Uttara Kannada,"46,562","42,167","4,395",77.09,76.98,78.15
564,Haveri,"69,869","63,386","6,483",91.76,92.11,88.47
565,Bellary,"78,139","65,719","12,420",90.95,91.91,86.18
566,Chitradurga,"1,04,921","98,999","5,922",87.56,87.86,82.85
567,Davanagere,"78,302","65,528","12,774",88.14,88.96,84.16
568,Shimoga,"64,020","57,421","6,599",86.14,86.71,81.48
569,Udupi,"24,758","21,014","3,744",87.19,87.45,85.79
570,Chikmagalur,"47,982","43,796","4,186",89.00,89.39,85.17
571,Tumkur,"1,59,622","1,48,611","11,011",90.27,90.82,83.51
572,Bangalore,"1,51,596","18,813","1,32,783",90.68,87.65,91.13
573,Mandya,"84,250","78,441","5,809",88.26,88.70,82.81
574,Hassan,"93,776","88,783","4,993",90.63,91.30,80.12
575,Dakshina Kannada,"37,214","27,032","10,182",82.99,82.67,83.85
576,Kodagu,"8,374","7,662",712,79.72,79.51,82.03
577,Mysore,"1,02,728","84,030","18,698",87.51,87.98,85.47
578,Chamarajanagar,"42,333","39,845","2,488",88.05,88.96,75.62
579,Gulbarga,"1,20,830","1,02,498","18,332",88.85,89.17,87.07
580,Yadgir,"63,139","57,936","5,203",90.47,90.91,85.79
581,Kolar,"64,342","58,365","5,977",87.65,87.76,86.59
582,Chikkaballapura,"53,891","48,294","5,597",88.21,88.88,82.77
583,Bangalore Rural,"32,015","28,236","3,779",86.95,87.15,85.54
584,Ramanagara,"35,484","31,804","3,680",86.79,87.23,83.13
