district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
555,Belgaum,"26,508","23,419","3,089",11.20,10.82,15.16
556,Bagalkot,"8,730","6,638","2,092",10.21,9.34,14.51
557,Bijapur,"10,540","9,158","1,382",10.99,10.86,11.90
558,Bidar,"8,843","7,327","1,516",11.60,10.77,18.55
559,Raichur,"11,375","9,979","1,396",10.49,10.26,12.45
560,Koppal,"9,978","8,977","1,001",11.37,10.98,16.61
561,Gadag,"3,804","2,807",997,8.66,8.07,10.86
562,Dharwad,"6,465","4,355","2,110",12.67,11.83,14.87
563,Uttara Kannada,"13,840","12,611","1,229",22.91,23.02,21.85
564,Haveri,"6,275","5,430",845,8.24,7.89,11.53
565,Bellary,"7,776","5,784","1,992",9.05,8.09,13.82
566,Chitradurga,"14,900","13,674","1,226",12.44,12.14,17.15
567,Davanagere,"10,540","8,135","2,405",11.86,11.04,15.84
568,Shimoga,"10,298","8,798","1,500",13.86,13.29,18.52
569,Udupi,"3,636","3,016",620,12.81,12.55,14.21
570,Chikmagalur,"5,929","5,200",729,11.00,10.61,14.83
571,Tumkur,"17,205","15,030","2,175",9.73,9.18,16.49
572,Bangalore,"15,581","2,650","12,931",9.32,12.35,8.87
573,Mandya,"11,202","9,996","1,206",11.74,11.30,17.19
574,Hassan,"9,696","8,457","1,239",9.37,8.70,19.88
575,Dakshina Kannada,"7,626","5,665","1,961",17.01,17.33,16.15
576,Kodagu,"2,130","1,974",156,20.28,20.49,17.97
577,Mysore,"14,660","11,481","3,179",12.49,12.02,14.53
578,Chamarajanagar,"5,747","4,945",802,11.95,11.04,24.38
579,Gulbarga,"15,167","12,444","2,723",11.15,10.83,12.93
580,Yadgir,"6,653","5,791",862,9.53,9.09,14.21
581,Kolar,"9,068","8,142",926,12.35,12.24,13.41
582,Chikkaballapura,"7,205","6,040","1,165",11.79,11.12,17.23
583,Bangalore Rural,"4,804","4,165",639,13.05,12.85,14.46
584,Ramanagara,"5,403","4,656",747,13.21,12.77,16.87
