district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
555,Belgaum,"21,210","15,231","5,979",15.78,14.62,19.80
556,Bagalkot,"6,008","4,049","1,959",10.70,10.31,11.61
557,Bijapur,"9,116","6,758","2,358",12.71,12.64,12.93
558,Bidar,"8,972","6,742","2,230",12.02,11.18,15.59
559,Raichur,"8,898","6,872","2,026",12.90,12.65,13.86
560,Koppal,"7,729","6,580","1,149",13.13,12.78,15.51
561,Gadag,"3,389","2,030","1,359",11.96,11.87,12.11
562,Dharwad,"7,519","3,306","4,213",17.54,18.66,16.74
563,Uttara Kannada,"10,233","7,723","2,510",20.54,20.22,21.59
564,Haveri,"5,687","4,119","1,568",10.94,10.03,14.39
565,Bellary,"7,106","4,405","2,701",11.54,10.42,14.00
566,Chitradurga,"10,658","8,935","1,723",15.38,14.80,19.36
567,Davanagere,"10,701","6,264","4,437",13.17,11.71,15.98
568,Shimoga,"7,191","4,952","2,239",13.44,12.97,14.63
569,Udupi,"2,470","1,745",725,9.72,9.25,11.11
570,Chikmagalur,"4,087","3,367",720,12.92,13.27,11.51
571,Tumkur,"12,906","10,049","2,857",12.99,12.55,14.77
572,Bangalore,"23,016","3,565","19,451",10.40,12.93,10.03
573,Mandya,"8,136","6,760","1,376",13.33,13.15,14.25
574,Hassan,"6,619","5,000","1,619",13.87,13.13,16.82
575,Dakshina Kannada,"6,047","3,757","2,290",15.75,16.23,15.01
576,Kodagu,"1,366","1,112",254,14.11,13.91,15.06
577,Mysore,"15,502","9,806","5,696",13.51,12.58,15.47
578,Chamarajanagar,"6,365","4,579","1,786",12.19,9.94,29.12
579,Gulbarga,"13,909","9,134","4,775",13.02,12.15,15.10
580,Yadgir,"4,354","3,410",944,10.71,10.03,14.19
581,Kolar,"7,438","5,797","1,641",12.42,12.29,12.92
582,Chikkaballapura,"6,090","4,550","1,540",14.12,13.40,16.80
583,Bangalore Rural,"4,699","3,777",922,14.20,14.70,12.46
584,Ramanagara,"4,764","3,659","1,105",15.01,15.01,15.04
