district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
21,ODISHA,"5,597,143","5,294,257","302,886",81.9,81.7,85.5
370,Bargarh,"239,923","233,403","6,520",83.4,83.3,85.9
371,Jharsuguda,"62,169","53,836","8,333",82.2,82.0,83.7
372,Sambalpur,"142,578","127,592","14,986",84.4,84.1,87.0
373,Debagarh,"65,870","64,637","1,233",80.3,80.3,80.0
374,Sundargarh,"266,709","243,106","23,603",78.9,78.4,83.6
375,Kendujhar,"262,422","253,801","8,621",81.0,81.0,81.9
376,Mayurbhanj,"538,265","528,616","9,649",79.7,79.7,79.2
377,Baleshwar,"237,592","227,225","10,367",75.5,75.1,86.9
378,Bhadrak,"114,225","104,613","9,612",81.3,81.3,81.7
379,Kendrapara,"118,117","114,823","3,294",81.7,81.7,80.0
380,Jagatsinghapur,"96,445","92,728","3,717",85.0,85.0,85.8
381,Cuttack,"195,802","163,823","31,979",81.6,79.8,91.8
382,Jajapur,"122,147","117,326","4,821",84.4,84.4,86.0
383,Dhenkanal,"129,965","125,208","4,757",82.2,82.0,85.1
384,Anugul,"167,290","158,371","8,919",80.1,79.9,82.6
385,Nayagarh,"93,548","89,897","3,651",81.7,81.6,84.3
386,Khordha,"135,643","89,558","46,085",85.0,82.9,89.4
387,Puri,"140,040","131,230","8,810",81.8,81.3,89.9
388,Ganjam,"497,920","459,362","38,558",82.8,82.8,83.8
389,Gajapati,"102,979","98,515","4,464",83.3,83.4,82.4
390,Kandhamal,"148,987","145,407","3,580",79.1,79.1,81.5
391,Baudh,"81,488","80,518",970,85.1,85.1,91.0
392,Subarnapur,"98,174","95,284","2,890",84.3,84.3,85.1
393,Balangir,"258,074","248,282","9,792",81.1,80.8,88.1
394,Nuapada,"126,786","124,801","1,985",82.5,82.5,79.9
395,Kalahandi,"309,753","303,702","6,051",82.6,82.5,84.3
396,Rayagada,"206,666","198,975","7,691",86.4,86.6,81.2
397,Nabarangapur,"276,050","268,879","7,171",83.2,83.3,78.6
398,Koraput,"250,711","242,744","7,967",84.4,84.4,85.1
399,Malkangiri,"110,805","107,995","2,810",84.2,84.2,83.1
