district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
21,ODISHA,"1,236,903","1,185,510","51,393",18.1,18.3,14.5
370,Bargarh,"47,779","46,706","1,073",16.6,16.7,14.1
371,Jharsuguda,"13,469","11,848","1,621",17.8,18.0,16.3
372,Sambalpur,"26,408","24,161","2,247",15.6,15.9,13.0
373,Debagarh,"16,157","15,849",308,19.7,19.7,20.0
374,Sundargarh,"71,406","66,784","4,622",21.1,21.6,16.4
375,Kendujhar,"61,595","59,693","1,902",19.0,19.0,18.1
376,Mayurbhanj,"136,879","134,348","2,531",20.3,20.3,20.8
377,Baleshwar,"77,051","75,491","1,560",24.5,24.9,13.1
378,Bhadrak,"26,277","24,127","2,150",18.7,18.7,18.3
379,Kendrapara,"26,508","25,686",822,18.3,18.3,20.0
380,Jagatsinghapur,"17,034","16,421",613,15.0,15.0,14.2
381,Cuttack,"44,289","41,427","2,862",18.4,20.2,8.2
382,Jajapur,"22,523","21,736",787,15.6,15.6,14.0
383,Dhenkanal,"28,230","27,399",831,17.8,18.0,14.9
384,Anugul,"41,683","39,800","1,883",19.9,20.1,17.4
385,Nayagarh,"21,009","20,331",678,18.3,18.4,15.7
386,Khordha,"23,925","18,459","5,466",15.0,17.1,10.6
387,Puri,"31,100","30,115",985,18.2,18.7,10.1
388,Ganjam,"103,108","95,672","7,436",17.2,17.2,16.2
389,Gajapati,"20,583","19,629",954,16.7,16.6,17.6
390,Kandhamal,"39,250","38,435",815,20.9,20.9,18.5
391,Baudh,"14,245","14,149",96,14.9,14.9,9.0
392,Subarnapur,"18,269","17,764",505,15.7,15.7,14.9
393,Balangir,"60,300","58,982","1,318",18.9,19.2,11.9
394,Nuapada,"26,958","26,460",498,17.5,17.5,20.1
395,Kalahandi,"65,420","64,292","1,128",17.4,17.5,15.7
396,Rayagada,"32,641","30,857","1,784",13.6,13.4,18.8
397,Nabarangapur,"55,741","53,793","1,948",16.8,16.7,21.4
398,Koraput,"46,235","44,836","1,399",15.6,15.6,14.9
399,Malkangiri,"20,831","20,260",571,15.8,15.8,16.9
