district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
21,ODISHA,"2,986,517","2,867,502","119,015",80.2,80.0,84.0
370,Bargarh,"155,625","152,491","3,134",83.1,83.0,88.2
371,Jharsuguda,"33,534","30,307","3,227",81.2,80.9,83.8
372,Sambalpur,"82,371","75,623","6,748",83.6,83.4,85.2
373,Debagarh,"39,267","38,695",572,79.7,79.7,79.2
374,Sundargarh,"143,132","135,071","8,061",77.7,77.5,81.9
375,Kendujhar,"151,727","148,959","2,768",80.4,80.5,77.3
376,Mayurbhanj,"300,788","296,894","3,894",78.1,78.1,74.6
377,Baleshwar,"122,012","118,331","3,681",71.2,70.8,86.1
378,Bhadrak,"25,613","23,304","2,309",75.5,75.0,80.7
379,Kendrapara,"40,026","38,539","1,487",73.9,73.7,79.5
380,Jagatsinghapur,"35,952","34,498","1,454",81.8,81.6,86.6
381,Cuttack,"72,764","60,892","11,872",77.5,75.1,92.9
382,Jajapur,"27,759","26,533","1,226",81.6,81.5,83.0
383,Dhenkanal,"48,427","47,068","1,359",77.0,77.0,78.4
384,Anugul,"84,131","81,104","3,027",79.6,79.6,78.8
385,Nayagarh,"28,673","27,759",914,76.7,76.5,80.9
386,Khordha,"47,099","28,917","18,182",82.8,78.5,90.8
387,Puri,"55,425","51,994","3,431",77.1,76.5,87.1
388,Ganjam,"264,599","248,007","16,592",80.4,80.3,81.3
389,Gajapati,"66,035","63,929","2,106",83.5,83.6,79.2
390,Kandhamal,"92,797","91,168","1,629",78.8,78.7,80.4
391,Baudh,"53,048","52,605",443,84.8,84.8,92.3
392,Subarnapur,"58,654","57,095","1,559",82.7,82.7,83.3
393,Balangir,"141,598","138,060","3,538",78.3,78.1,89.0
394,Nuapada,"83,884","82,959",925,81.9,81.9,78.7
395,Kalahandi,"183,707","181,053","2,654",80.7,80.6,83.7
396,Rayagada,"124,519","120,949","3,570",85.1,85.4,77.5
397,Nabarangapur,"176,623","173,239","3,384",81.5,81.6,75.6
398,Koraput,"168,158","164,337","3,821",84.5,84.6,81.7
399,Malkangiri,"78,570","77,122","1,448",84.4,84.5,80.6
