district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
23,MADHYA PRADESH,"7,719,404","7,187,769","531,635","7,597,380","7,089,105","508,275"
418,Sheopur,"82,637","80,403","2,234","78,811","76,824","1,987"
419,Morena,"8,947","7,524","1,423","8,083","6,838","1,245"
420,Bhind,"3,283",758,"2,525","2,848",667,"2,181"
421,Gwalior,"37,704","28,381","9,323","34,429","26,396","8,033"
422,Datia,"7,870","5,712","2,158","7,191","5,177","2,014"
423,Shivpuri,"117,111","112,698","4,413","110,691","106,442","4,249"
424,Tikamgarh,"34,923","31,648","3,275","32,934","29,892","3,042"
425,Chhatarpur,"38,081","35,622","2,459","35,516","33,306","2,210"
426,Panna,"87,697","84,196","3,501","83,182","79,940","3,242"
427,Sagar,"114,771","107,661","7,110","107,165","100,654","6,511"
428,Damoh,"84,809","81,796","3,013","81,486","78,657","2,829"
429,Satna,"163,166","152,363","10,803","156,809","146,617","10,192"
430,Rewa,"161,696","148,251","13,445","150,289","138,027","12,262"
431,Umaria,"151,988","138,906","13,082","148,699","135,868","12,831"
432,Neemuch,"36,738","32,214","4,524","34,703","30,687","4,016"
433,Mandsaur,"17,023","14,751","2,272","16,069","13,892","2,177"
434,Ratlam,"206,290","194,869","11,421","203,575","192,874","10,701"
435,Ujjain,"24,925","17,233","7,692","23,805","16,423","7,382"
436,Shajapur,"19,416","17,600","1,816","18,420","16,626","1,794"
437,Dewas,"139,174","126,064","13,110","133,527","120,997","12,530"
438,Dhar,"614,619","573,746","40,873","608,195","568,517","39,678"
439,Indore,"112,687","69,227","43,460","104,992","65,475","39,517"
440,Khargone (West Nimar),"366,827","352,144","14,683","363,342","348,809","14,533"
441,Barwani,"482,182","463,463","18,719","479,963","462,187","17,776"
442,Rajgarh,"27,477","24,827","2,650","26,274","23,841","2,433"
443,Vidisha,"34,993","32,668","2,325","32,610","30,466","2,144"
444,Bhopal,"35,966","9,916","26,050","33,463","9,208","24,255"
445,Sehore,"74,391","70,324","4,067","71,121","67,604","3,517"
446,Raisen,"105,627","97,795","7,832","99,379","92,287","7,092"
447,Betul,"333,166","318,925","14,241","333,852","319,423","14,429"
448,Harda,"81,446","78,456","2,990","78,232","75,127","3,105"
449,Hoshangabad,"101,041","90,086","10,955","96,259","85,790","10,469"
450,Katni,"159,799","148,907","10,892","157,900","147,130","10,770"
451,Jabalpur,"189,915","148,536","41,379","185,316","146,251","39,065"
452,Narsimhapur,"74,127","68,576","5,551","71,752","66,480","5,272"
453,Dindori,"225,699","221,979","3,720","230,090","226,441","3,649"
454,Mandla,"299,918","290,016","9,902","310,610","300,419","10,191"
455,Chhindwara,"385,785","357,724","28,061","383,993","355,848","28,145"
456,Seoni,"258,121","251,239","6,882","261,735","254,491","7,244"
457,Balaghat,"186,979","169,216","17,763","196,047","177,245","18,802"
458,Guna,"98,206","93,432","4,774","92,613","88,246","4,367"
459,Ashoknagar,"42,447","40,140","2,307","39,625","37,491","2,134"
460,Shahdol,"236,947","222,807","14,140","239,061","224,595","14,466"
461,Anuppur,"177,977","157,363","20,614","180,566","160,264","20,302"
462,Sidhi,"159,192","153,570","5,622","154,112","149,147","4,965"
463,Singrauli,"196,133","184,364","11,769","187,861","176,938","10,923"
464,Jhabua,"446,359","430,617","15,742","445,459","430,881","14,578"
465,Alirajpur,"321,842","311,307","10,535","326,796","316,528","10,268"
466,Khandwa (East Nimar),"234,867","225,411","9,456","224,255","215,378","8,877"
467,Burhanpur,"116,420","112,338","4,082","113,675","109,794","3,881"
