district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
23,MADHYA PRADESH,"4,162,944","3,868,283","294,661",81.8,81.7,82.9
418,Sheopur,"42,146","40,467","1,679",83.2,83.8,70.6
419,Morena,"64,956","61,627","3,329",83.0,82.9,86.4
420,Bhind,"24,843","22,360","2,483",80.5,80.1,84.0
421,Gwalior,"45,120","34,778","10,342",80.4,79.5,83.7
422,Datia,"39,275","36,407","2,868",84.5,84.7,83.0
423,Shivpuri,"99,890","95,986","3,904",86.8,86.9,84.5
424,Tikamgarh,"102,082","94,474","7,608",86.5,86.3,88.9
425,Chhatarpur,"99,339","91,774","7,565",82.9,82.7,85.4
426,Panna,"66,251","63,520","2,731",77.7,77.8,75.9
427,Sagar,"108,918","99,046","9,872",83.8,83.4,87.7
428,Damoh,"84,098","79,108","4,990",81.0,80.9,82.8
429,Satna,"129,183","120,785","8,398",80.7,80.6,82.1
430,Rewa,"154,254","144,435","9,819",79.9,80.0,78.0
431,Umaria,"55,278","53,057","2,221",72.1,72.4,66.5
432,Neemuch,"32,857","28,893","3,964",85.9,86.3,83.1
433,Mandsaur,"86,801","81,539","5,262",87.6,87.6,88.5
434,Ratlam,"111,132","105,050","6,082",86.2,86.5,81.0
435,Ujjain,"108,777","98,022","10,755",82.7,82.5,84.3
436,Shajapur,"119,853","112,662","7,191",85.1,85.3,82.0
437,Dewas,"116,074","107,884","8,190",80.0,79.7,83.6
438,Dhar,"129,066","123,507","5,559",86.4,86.8,78.4
439,Indore,"60,529","36,116","24,413",86.1,85.8,86.6
440,Khargone (West Nimar),"74,359","71,207","3,152",86.4,86.6,82.0
441,Barwani,"74,451","71,673","2,778",88.6,88.9,81.6
442,Rajgarh,"148,430","141,798","6,632",84.5,84.8,79.1
443,Vidisha,"60,704","57,307","3,397",75.1,75.0,75.3
444,Bhopal,"63,651","30,538","33,113",84.2,81.0,87.4
445,Sehore,"106,601","101,978","4,623",78.0,78.0,77.5
446,Raisen,"59,486","55,587","3,899",76.0,75.8,79.2
447,Betul,"130,492","126,077","4,415",77.9,77.9,76.8
448,Harda,"28,136","26,889","1,247",74.7,74.7,75.2
449,Hoshangabad,"46,676","43,097","3,579",76.8,76.3,83.3
450,Katni,"88,059","84,834","3,225",76.4,76.2,80.3
451,Jabalpur,"95,961","72,464","23,497",80.0,79.2,82.7
452,Narsimhapur,"53,041","50,187","2,854",83.4,83.4,83.9
453,Dindori,"61,614","60,743",871,77.9,77.9,78.3
454,Mandla,"106,653","103,970","2,683",81.7,81.7,81.6
455,Chhindwara,"135,251","126,885","8,366",81.3,81.2,83.6
456,Seoni,"131,083","128,516","2,567",80.5,80.4,82.6
457,Balaghat,"171,533","164,323","7,210",80.8,81.0,77.7
458,Guna,"85,421","80,456","4,965",83.8,83.7,84.9
459,Ashoknagar,"32,473","30,915","1,558",78.1,78.2,75.5
460,Shahdol,"103,531","99,607","3,924",79.6,79.6,79.5
461,Anuppur,"52,448","50,000","2,448",78.5,78.5,79.2
462,Sidhi,"75,380","73,560","1,820",77.9,77.9,78.9
463,Singrauli,"77,197","73,613","3,584",86.7,86.8,84.5
464,Jhabua,"74,790","73,148","1,642",83.0,83.0,82.4
465,Alirajpur,"54,991","53,906","1,085",84.3,84.2,88.0
466,Khandwa (East Nimar),"62,633","59,447","3,186",84.4,84.5,82.7
467,Burhanpur,"27,177","24,061","3,116",88.8,89.1,87.2
