district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
23,MADHYA PRADESH,905,905,907,920,918,925
418,Sheopur,869,870,861,874,870,897
419,Morena,817,810,846,844,839,862
420,Bhind,812,808,828,835,828,860
421,Gwalior,846,830,859,869,861,874
422,Datia,847,848,847,869,867,881
423,Shivpuri,854,848,894,874,870,899
424,Tikamgarh,876,875,879,897,896,899
425,Chhatarpur,867,866,873,883,880,895
426,Panna,895,894,900,901,900,904
427,Sagar,868,861,884,884,878,898
428,Damoh,882,882,881,897,896,901
429,Satna,937,941,920,935,936,932
430,Rewa,939,942,919,936,938,918
431,Umaria,950,958,923,945,954,913
432,Neemuch,962,973,934,971,980,949
433,Mandsaur,952,952,949,964,960,986
434,Ratlam,959,962,951,974,974,974
435,Ujjain,946,950,934,960,962,957
436,Shajapur,923,924,914,934,933,946
437,Dewas,928,926,934,943,945,939
438,Dhar,953,962,921,958,972,915
439,Indore,939,954,931,946,960,940
440,Khargone (West Nimar),941,938,960,954,955,949
441,Barwani,978,978,979,978,981,971
442,Rajgarh,934,935,928,955,952,971
443,Vidisha,869,866,883,891,885,915
444,Bhopal,902,885,909,923,906,930
445,Sehore,910,910,912,919,914,949
446,Raisen,871,874,853,895,896,890
447,Betul,948,951,939,952,950,954
448,Harda,902,904,897,913,907,933
449,Hoshangabad,896,892,906,912,904,929
450,Katni,954,960,933,962,964,954
451,Jabalpur,921,928,916,935,932,937
452,Narsimhapur,908,906,918,917,914,928
453,Dindori,944,943,967,953,951,"1,005"
454,Mandla,951,947,964,964,962,970
455,Chhindwara,937,940,932,960,952,978
456,Seoni,956,958,937,957,957,960
457,Balaghat,"1,038","1,046",999,"1,037","1,043","1,014"
458,Guna,893,888,912,919,915,928
459,Ashoknagar,879,873,923,906,904,919
460,Shahdol,949,956,924,970,973,959
461,Anuppur,953,980,914,966,985,928
462,Sidhi,950,953,919,968,969,952
463,Singrauli,950,960,914,935,938,922
464,Jhabua,961,961,959,987,991,980
465,Alirajpur,972,981,898,994,996,979
466,Khandwa (East Nimar),921,916,944,941,933,968
467,Burhanpur,945,942,949,945,936,962
