district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
23,MADHYA PRADESH,"1,562,488","1,422,098","140,390",17.6,17.8,15.8
418,Sheopur,"12,215","10,659","1,556",15.0,14.2,26.1
419,Morena,"25,340","22,953","2,387",16.3,16.7,13.3
420,Bhind,"15,494","13,472","2,022",15.7,16.5,11.7
421,Gwalior,"21,934","15,290","6,644",17.5,18.5,15.6
422,Datia,"10,609","9,539","1,070",14.3,14.4,14.3
423,Shivpuri,"25,942","24,130","1,812",14.3,14.3,13.6
424,Tikamgarh,"25,418","23,212","2,206",13.7,13.9,12.5
425,Chhatarpur,"33,576","30,763","2,813",17.0,17.3,14.3
426,Panna,"33,227","31,432","1,795",21.4,21.5,19.1
427,Sagar,"35,778","32,769","3,009",15.8,16.3,11.4
428,Damoh,"32,803","30,273","2,530",17.8,17.9,16.9
429,Satna,"54,905","50,980","3,925",18.4,18.5,16.7
430,Rewa,"67,737","62,083","5,654",18.7,18.6,20.0
431,Umaria,"39,167","36,733","2,434",25.9,25.9,26.5
432,Neemuch,"8,784","7,464","1,320",14.6,14.5,15.3
433,Mandsaur,"18,509","17,321","1,188",12.8,13.0,10.6
434,Ratlam,"29,789","26,919","2,870",13.6,13.4,15.6
435,Ujjain,"36,145","31,796","4,349",16.8,17.2,14.4
436,Shajapur,"31,055","28,451","2,604",14.9,14.8,15.4
437,Dewas,"45,001","42,102","2,899",21.0,21.7,14.6
438,Dhar,"33,482","30,330","3,152",13.7,13.2,20.1
439,Indore,"17,404","8,925","8,479",13.3,13.4,13.2
440,Khargone (West Nimar),"19,359","17,722","1,637",14.1,13.8,17.5
441,Barwani,"16,483","14,962","1,521",12.9,12.4,21.4
442,Rajgarh,"42,367","39,352","3,015",15.5,15.3,18.1
443,Vidisha,"32,920","30,098","2,822",21.5,21.4,23.1
444,Bhopal,"24,916","11,905","13,011",15.4,18.5,13.4
445,Sehore,"46,276","43,402","2,874",21.6,21.7,20.0
446,Raisen,"29,784","27,280","2,504",20.2,20.4,18.5
447,Betul,"61,218","58,209","3,009",22.2,22.3,19.9
448,Harda,"14,753","13,755",998,22.0,22.1,20.1
449,Hoshangabad,"22,991","21,131","1,860",19.7,20.6,13.4
450,Katni,"49,962","48,118","1,844",21.9,22.2,16.6
451,Jabalpur,"48,595","34,805","13,790",18.6,19.2,17.2
452,Narsimhapur,"18,123","16,869","1,254",15.2,15.3,13.6
453,Dindori,"30,451","29,897",554,21.8,21.8,21.4
454,Mandla,"42,475","41,100","1,375",18.1,18.1,17.7
455,Chhindwara,"52,145","48,252","3,893",18.4,18.7,15.3
456,Seoni,"51,821","50,716","1,105",18.1,18.2,14.5
457,Balaghat,"63,114","59,886","3,228",17.4,17.4,17.7
458,Guna,"26,457","24,271","2,186",16.4,16.6,14.8
459,Ashoknagar,"13,591","12,609",982,18.4,18.3,19.2
460,Shahdol,"46,519","44,033","2,486",18.4,18.5,17.5
461,Anuppur,"24,265","22,811","1,454",20.3,20.4,18.7
462,Sidhi,"37,949","37,138",811,20.4,20.4,17.6
463,Singrauli,"20,199","18,496","1,703",13.4,13.2,15.7
464,Jhabua,"28,731","28,060",671,19.9,19.9,17.5
465,Alirajpur,"18,612","18,277",335,18.3,18.4,14.6
466,Khandwa (East Nimar),"18,143","16,606","1,537",15.0,15.0,15.4
467,Burhanpur,"5,955","4,742","1,213",11.1,10.4,15.2
