district_code,district_name,col_0,col_1,col_2,col_3,col_4,col_5
23,MADHYA PRADESH,"7,309,526","6,563,542","745,984",82.4,82.2,84.2
418,Sheopur,"69,051","64,655","4,396",85.0,85.8,73.9
419,Morena,"129,683","114,124","15,559",83.7,83.3,86.7
420,Bhind,"83,163","67,948","15,215",84.3,83.5,88.3
421,Gwalior,"103,532","67,570","35,962",82.5,81.5,84.4
422,Datia,"63,322","56,897","6,425",85.7,85.6,85.7
423,Shivpuri,"155,616","144,075","11,541",85.7,85.7,86.4
424,Tikamgarh,"159,468","144,089","15,379",86.3,86.1,87.5
425,Chhatarpur,"164,359","147,475","16,884",83.0,82.7,85.7
426,Panna,"122,138","114,528","7,610",78.6,78.5,80.9
427,Sagar,"191,164","167,870","23,294",84.2,83.7,88.6
428,Damoh,"151,799","139,320","12,479",82.2,82.1,83.1
429,Satna,"243,934","224,363","19,571",81.6,81.5,83.3
430,Rewa,"293,958","271,393","22,565",81.3,81.4,80.0
431,Umaria,"111,924","105,165","6,759",74.1,74.1,73.5
432,Neemuch,"51,398","44,117","7,281",85.4,85.5,84.7
433,Mandsaur,"126,148","116,130","10,018",87.2,87.0,89.4
434,Ratlam,"190,052","174,542","15,510",86.4,86.6,84.4
435,Ujjain,"179,182","153,327","25,855",83.2,82.8,85.6
436,Shajapur,"177,983","163,623","14,360",85.1,85.2,84.6
437,Dewas,"169,149","152,212","16,937",79.0,78.3,85.4
438,Dhar,"211,473","198,924","12,549",86.3,86.8,79.9
439,Indore,"113,540","57,785","55,755",86.7,86.6,86.8
440,Khargone (West Nimar),"118,025","110,318","7,707",85.9,86.2,82.5
441,Barwani,"111,623","106,040","5,583",87.1,87.6,78.6
442,Rajgarh,"231,463","217,784","13,679",84.5,84.7,81.9
443,Vidisha,"120,199","110,781","9,418",78.5,78.6,76.9
444,Bhopal,"136,505","52,567","83,938",84.6,81.5,86.6
445,Sehore,"167,661","156,157","11,504",78.4,78.3,80.0
446,Raisen,"117,813","106,770","11,043",79.8,79.6,81.5
447,Betul,"214,475","202,395","12,080",77.8,77.7,80.1
448,Harda,"52,445","48,475","3,970",78.0,77.9,79.9
449,Hoshangabad,"93,443","81,440","12,003",80.3,79.4,86.6
450,Katni,"177,768","168,517","9,251",78.1,77.8,83.4
451,Jabalpur,"212,742","146,393","66,349",81.4,80.8,82.8
452,Narsimhapur,"101,492","93,519","7,973",84.8,84.7,86.4
453,Dindori,"109,337","107,299","2,038",78.2,78.2,78.6
454,Mandla,"192,015","185,637","6,378",81.9,81.9,82.3
455,Chhindwara,"231,994","210,383","21,611",81.6,81.3,84.7
456,Seoni,"235,038","228,518","6,520",81.9,81.8,85.5
457,Balaghat,"299,394","284,339","15,055",82.6,82.6,82.3
458,Guna,"134,769","122,138","12,631",83.6,83.4,85.2
459,Ashoknagar,"60,391","56,266","4,125",81.6,81.7,80.8
460,Shahdol,"205,727","194,047","11,680",81.6,81.5,82.5
461,Anuppur,"95,166","88,849","6,317",79.7,79.6,81.3
462,Sidhi,"148,329","144,541","3,788",79.6,79.6,82.4
463,Singrauli,"130,847","121,730","9,117",86.6,86.8,84.3
464,Jhabua,"115,749","112,596","3,153",80.1,80.1,82.5
465,Alirajpur,"83,156","81,194","1,962",81.7,81.6,85.4
466,Khandwa (East Nimar),"102,440","94,025","8,415",85.0,85.0,84.6
467,Burhanpur,"47,484","40,692","6,792",88.9,89.6,84.8
